DATE,AvgTemp
01-07-2016,48
02-07-2016,53
03-07-2016,56
04-07-2016,51
05-07-2016,47
06-07-2016,47
07-07-2016,52
08-07-2016,52
09-07-2016,49
10-07-2016,45
11-07-2016,43
12-07-2016,45
13-07-2016,45
14-07-2016,48
15-07-2016,50
16-07-2016,48
17-07-2016,47
18-07-2016,44
19-07-2016,45
20-07-2016,48
21-07-2016,52
22-07-2016,49
23-07-2016,48
24-07-2016,48
25-07-2016,50
26-07-2016,50
27-07-2016,48
28-07-2016,49
29-07-2016,48
30-07-2016,48
31-07-2016,48
01-08-2016,49
02-08-2016,49
03-08-2016,47
04-08-2016,49
05-08-2016,52
06-08-2016,48
07-08-2016,49
08-08-2016,51
09-08-2016,50
10-08-2016,52
11-08-2016,51
12-08-2016,53
13-08-2016,48
14-08-2016,48
15-08-2016,48
16-08-2016,48
17-08-2016,50
18-08-2016,51
19-08-2016,50
20-08-2016,48
21-08-2016,47
22-08-2016,47
23-08-2016,48
24-08-2016,47
25-08-2016,48
26-08-2016,50
27-08-2016,46
28-08-2016,44
29-08-2016,44
30-08-2016,48
31-08-2016,46
01-09-2016,47
02-09-2016,50
03-09-2016,47
04-09-2016,47
05-09-2016,48
06-09-2016,49
07-09-2016,46
08-09-2016,44
09-09-2016,47
10-09-2016,48
11-09-2016,47
12-09-2016,50
13-09-2016,50
14-09-2016,46
15-09-2016,42
16-09-2016,47
17-09-2016,49
18-09-2016,49
19-09-2016,51
20-09-2016,51
21-09-2016,52
22-09-2016,48
23-09-2016,48
24-09-2016,47
25-09-2016,47
26-09-2016,50
27-09-2016,44
28-09-2016,45
29-09-2016,48
30-09-2016,49
01-10-2016,48
02-10-2016,46
03-10-2016,44
04-10-2016,46
05-10-2016,45
06-10-2016,44
07-10-2016,44
08-10-2016,45
09-10-2016,45
10-10-2016,49
11-10-2016,48
12-10-2016,51
13-10-2016,52
14-10-2016,54
15-10-2016,55
16-10-2016,49
17-10-2016,49
18-10-2016,48
19-10-2016,48
20-10-2016,45
21-10-2016,47
22-10-2016,47
23-10-2016,52
24-10-2016,52
25-10-2016,47
26-10-2016,50
27-10-2016,49
28-10-2016,48
29-10-2016,46
30-10-2016,47
31-10-2016,48
01-11-2016,49
02-11-2016,48
03-11-2016,51
04-11-2016,49
05-11-2016,50
06-11-2016,49
07-11-2016,47
08-11-2016,46
09-11-2016,48
10-11-2016,49
11-11-2016,47
12-11-2016,45
13-11-2016,48
14-11-2016,49
15-11-2016,48
16-11-2016,48
17-11-2016,48
18-11-2016,49
19-11-2016,50
20-11-2016,48
21-11-2016,46
22-11-2016,44
23-11-2016,49
24-11-2016,47
25-11-2016,48
26-11-2016,50
27-11-2016,49
28-11-2016,46
29-11-2016,45
30-11-2016,40
01-12-2016,34
02-12-2016,35
03-12-2016,40
04-12-2016,41
05-12-2016,47
06-12-2016,46
07-12-2016,43
08-12-2016,46
09-12-2016,45
10-12-2016,41
11-12-2016,44
12-12-2016,43
13-12-2016,42
14-12-2016,45
15-12-2016,44
16-12-2016,39
17-12-2016,42
18-12-2016,37
19-12-2016,44
20-12-2016,45
21-12-2016,45
22-12-2016,47
23-12-2016,47
24-12-2016,47
25-12-2016,42
26-12-2016,42
27-12-2016,44
28-12-2016,43
29-12-2016,37
30-12-2016,39
31-12-2016,38
01-01-2017,39
02-01-2017,43
03-01-2017,43
04-01-2017,42
05-01-2017,40
06-01-2017,41
07-01-2017,41
08-01-2017,43
09-01-2017,47
10-01-2017,45
11-01-2017,42
12-01-2017,39
13-01-2017,43
14-01-2017,44
15-01-2017,45
16-01-2017,45
17-01-2017,47
18-01-2017,46
19-01-2017,50
20-01-2017,51
21-01-2017,45
22-01-2017,42
23-01-2017,40
24-01-2017,38
25-01-2017,40
26-01-2017,46
27-01-2017,51
28-01-2017,46
29-01-2017,43
30-01-2017,40
31-01-2017,43
01-02-2017,40
02-02-2017,41
03-02-2017,41
04-02-2017,43
05-02-2017,49
06-02-2017,48
07-02-2017,45
08-02-2017,46
09-02-2017,48
10-02-2017,50
11-02-2017,43
12-02-2017,43
13-02-2017,47
14-02-2017,50
15-02-2017,49
16-02-2017,47
17-02-2017,49
18-02-2017,45
19-02-2017,40
20-02-2017,37
21-02-2017,33
22-02-2017,35
23-02-2017,34
24-02-2017,35
25-02-2017,39
26-02-2017,40
27-02-2017,38
28-02-2017,39
01-03-2017,39
02-03-2017,41
03-03-2017,43
04-03-2017,43
05-03-2017,44
06-03-2017,42
07-03-2017,43
08-03-2017,43
09-03-2017,41
10-03-2017,41
11-03-2017,37
12-03-2017,38
13-03-2017,42
14-03-2017,45
15-03-2017,47
16-03-2017,45
17-03-2017,46
18-03-2017,49
19-03-2017,48
20-03-2017,47
21-03-2017,50
22-03-2017,51
23-03-2017,44
24-03-2017,48
25-03-2017,46
26-03-2017,46
27-03-2017,49
28-03-2017,48
29-03-2017,50
30-03-2017,47
31-03-2017,46
01-04-2017,45
02-04-2017,45
03-04-2017,47
04-04-2017,51
05-04-2017,55
06-04-2017,54
07-04-2017,55
08-04-2017,53
09-04-2017,49
10-04-2017,46
11-04-2017,46
12-04-2017,41
13-04-2017,46
14-04-2017,41
15-04-2017,43
16-04-2017,45
17-04-2017,45
18-04-2017,44
20-04-2017,44
21-04-2017,46
22-04-2017,50
23-04-2017,47
24-04-2017,47
25-04-2017,50
26-04-2017,52
27-04-2017,50
28-04-2017,44
29-04-2017,43
30-04-2017,40
01-05-2017,41
02-05-2017,42
03-05-2017,42
04-05-2017,49
05-05-2017,49
06-05-2017,51
07-05-2017,48
08-05-2017,48
09-05-2017,46
10-05-2017,44
11-05-2017,43
12-05-2017,48
13-05-2017,47
14-05-2017,46
15-05-2017,44
16-05-2017,44
17-05-2017,44
18-05-2017,42
19-05-2017,43
20-05-2017,48
21-05-2017,50
22-05-2017,53
23-05-2017,54
24-05-2017,48
25-05-2017,46
26-05-2017,43
27-05-2017,41
28-05-2017,41
29-05-2017,46
30-05-2017,46
31-05-2017,51
01-06-2017,54
02-06-2017,54
03-06-2017,54
04-06-2017,54
05-06-2017,51
06-06-2017,51
07-06-2017,53
08-06-2017,56
09-06-2017,56
10-06-2017,53
11-06-2017,51
12-06-2017,50
13-06-2017,50
14-06-2017,48
15-06-2017,47
16-06-2017,49
17-06-2017,51
18-06-2017,53
19-06-2017,56
20-06-2017,56
21-06-2017,55
22-06-2017,54
23-06-2017,51
24-06-2017,54
25-06-2017,51
26-06-2017,51
27-06-2017,54
28-06-2017,49
29-06-2017,52
30-06-2017,53
01-07-2017,49
02-07-2017,47
03-07-2017,51
04-07-2017,48
05-07-2017,48
06-07-2017,49
07-07-2017,50
08-07-2017,49
09-07-2017,47
10-07-2017,46
11-07-2017,47
12-07-2017,49
13-07-2017,49
14-07-2017,46
15-07-2017,44
16-07-2017,50
17-07-2017,50
18-07-2017,47
19-07-2017,50
20-07-2017,51
21-07-2017,50
22-07-2017,51
23-07-2017,51
24-07-2017,48
25-07-2017,49
26-07-2017,48
27-07-2017,51
28-07-2017,52
29-07-2017,49
30-07-2017,53
31-07-2017,54
01-08-2017,49
02-08-2017,47
03-08-2017,47
04-08-2017,53
05-08-2017,55
06-08-2017,51
07-08-2017,51
08-08-2017,51
09-08-2017,50
10-08-2017,50
11-08-2017,54
12-08-2017,57
13-08-2017,54
14-08-2017,51
15-08-2017,51
16-08-2017,51
17-08-2017,50
18-08-2017,51
19-08-2017,48
20-08-2017,48
21-08-2017,44
22-08-2017,49
23-08-2017,52
24-08-2017,53
25-08-2017,53
26-08-2017,50
27-08-2017,49
28-08-2017,47
29-08-2017,46
30-08-2017,46
31-08-2017,50
01-09-2017,54
02-09-2017,48
03-09-2017,51
04-09-2017,49
05-09-2017,49
06-09-2017,48
07-09-2017,45
08-09-2017,46
09-09-2017,45
10-09-2017,46
11-09-2017,48
12-09-2017,50
13-09-2017,50
14-09-2017,51
15-09-2017,51
16-09-2017,51
17-09-2017,55
18-09-2017,51
19-09-2017,48
20-09-2017,44
21-09-2017,46
22-09-2017,44
23-09-2017,47
24-09-2017,45
25-09-2017,48
26-09-2017,47
27-09-2017,49
28-09-2017,50
29-09-2017,51
30-09-2017,44
01-10-2017,45
02-10-2017,46
03-10-2017,48
04-10-2017,50
05-10-2017,51
06-10-2017,51
07-10-2017,48
08-10-2017,50
09-10-2017,54
10-10-2017,52
11-10-2017,51
12-10-2017,49
13-10-2017,46
14-10-2017,46
15-10-2017,45
16-10-2017,48
17-10-2017,49
18-10-2017,52
19-10-2017,51
20-10-2017,47
21-10-2017,48
22-10-2017,46
23-10-2017,47
24-10-2017,49
25-10-2017,48
26-10-2017,51
27-10-2017,50
28-10-2017,51
29-10-2017,48
30-10-2017,46
31-10-2017,44
01-11-2017,46
02-11-2017,47
03-11-2017,49
04-11-2017,48
05-11-2017,50
06-11-2017,53
07-11-2017,52
08-11-2017,51
09-11-2017,49
10-11-2017,48
11-11-2017,46
12-11-2017,42
13-11-2017,42
14-11-2017,43
15-11-2017,43
16-11-2017,41
17-11-2017,43
18-11-2017,43
19-11-2017,42
20-11-2017,42
21-11-2017,41
22-11-2017,41
23-11-2017,39
24-11-2017,43
25-11-2017,40
26-11-2017,41
27-11-2017,40
28-11-2017,44
29-11-2017,44
30-11-2017,43
01-12-2017,44
02-12-2017,40
03-12-2017,43
04-12-2017,45
05-12-2017,41
06-12-2017,40
07-12-2017,42
08-12-2017,43
09-12-2017,48
10-12-2017,44
11-12-2017,44
12-12-2017,46
13-12-2017,39
14-12-2017,38
15-12-2017,38
16-12-2017,41
17-12-2017,44
18-12-2017,43
19-12-2017,39
20-12-2017,36
21-12-2017,36
22-12-2017,40
23-12-2017,43
24-12-2017,45
25-12-2017,42
26-12-2017,44
27-12-2017,45
28-12-2017,43
29-12-2017,43
30-12-2017,44
31-12-2017,44
01-01-2018,44
02-01-2018,44
03-01-2018,42
04-01-2018,47
05-01-2018,47
06-01-2018,49
07-01-2018,46
08-01-2018,47
09-01-2018,42
10-01-2018,39
11-01-2018,39
12-01-2018,42
13-01-2018,45
14-01-2018,46
15-01-2018,45
16-01-2018,47
17-01-2018,47
18-01-2018,45
19-01-2018,46
20-01-2018,42
21-01-2018,41
22-01-2018,41
23-01-2018,40
24-01-2018,41
25-01-2018,40
26-01-2018,39
27-01-2018,39
28-01-2018,38
29-01-2018,39
30-01-2018,42
31-01-2018,40
01-02-2018,43
02-02-2018,44
03-02-2018,44
04-02-2018,42
05-02-2018,40
06-02-2018,36
07-02-2018,35
08-02-2018,38
09-02-2018,37
10-02-2018,39
11-02-2018,42
12-02-2018,44
13-02-2018,48
14-02-2018,48
15-02-2018,48
16-02-2018,47
17-02-2018,38
18-02-2018,40
19-02-2018,37
20-02-2018,39
21-02-2018,41
22-02-2018,38
23-02-2018,40
24-02-2018,43
25-02-2018,42
26-02-2018,43
27-02-2018,44
28-02-2018,48
01-03-2018,47
02-03-2018,47
03-03-2018,46
04-03-2018,46
05-03-2018,40
06-03-2018,39
07-03-2018,37
08-03-2018,38
09-03-2018,40
10-03-2018,42
11-03-2018,44
12-03-2018,42
13-03-2018,41
14-03-2018,44
15-03-2018,42
16-03-2018,42
17-03-2018,44
18-03-2018,44
19-03-2018,42
20-03-2018,40
21-03-2018,42
22-03-2018,41
23-03-2018,44
24-03-2018,38
25-03-2018,42
26-03-2018,40
27-03-2018,43
28-03-2018,45
29-03-2018,44
30-03-2018,43
31-03-2018,41
01-04-2018,43
02-04-2018,47
03-04-2018,46
04-04-2018,51
05-04-2018,49
06-04-2018,48
07-04-2018,44
08-04-2018,44
09-04-2018,43
10-04-2018,46
11-04-2018,46
12-04-2018,45
13-04-2018,42
14-04-2018,43
15-04-2018,41
16-04-2018,44
17-04-2018,45
18-04-2018,48
19-04-2018,43
20-04-2018,39
21-04-2018,44
22-04-2018,48
23-04-2018,50
24-04-2018,47
25-04-2018,43
26-04-2018,44
27-04-2018,45
28-04-2018,46
29-04-2018,50
30-04-2018,48
01-05-2018,49
02-05-2018,46
03-05-2018,48
04-05-2018,46
05-05-2018,48
06-05-2018,48
07-05-2018,49
08-05-2018,49
09-05-2018,50
10-05-2018,48
11-05-2018,46
12-05-2018,45
13-05-2018,44
14-05-2018,44
15-05-2018,46
16-05-2018,44
17-05-2018,44
18-05-2018,46
19-05-2018,50
20-05-2018,50
21-05-2018,49
22-05-2018,50
23-05-2018,52
24-05-2018,56
25-05-2018,55
26-05-2018,56
27-05-2018,53
28-05-2018,50
29-05-2018,47
30-05-2018,52
31-05-2018,55
01-06-2018,53
02-06-2018,54
03-06-2018,56
04-06-2018,55
05-06-2018,52
06-06-2018,46
07-06-2018,49
08-06-2018,47
09-06-2018,50
10-06-2018,49
11-06-2018,48
12-06-2018,45
13-06-2018,46
14-06-2018,47
15-06-2018,47
16-06-2018,46
17-06-2018,51
18-06-2018,51
19-06-2018,51
20-06-2018,53
21-06-2018,52
22-06-2018,52
23-06-2018,53
24-06-2018,51
25-06-2018,49
26-06-2018,49
27-06-2018,50
28-06-2018,51
29-06-2018,47
30-06-2018,50
01-07-2018,46
02-07-2018,44
03-07-2018,46
04-07-2018,47
05-07-2018,51
06-07-2018,51
07-07-2018,47
08-07-2018,46
09-07-2018,43
10-07-2018,47
11-07-2018,51
12-07-2018,51
13-07-2018,53
14-07-2018,49
15-07-2018,48
16-07-2018,52
17-07-2018,53
18-07-2018,51
19-07-2018,50
20-07-2018,50
21-07-2018,53
22-07-2018,54
23-07-2018,53
24-07-2018,51
25-07-2018,50
26-07-2018,50
27-07-2018,51
28-07-2018,53
29-07-2018,53
30-07-2018,49
31-07-2018,50
01-08-2018,50
02-08-2018,47
03-08-2018,49
04-08-2018,51
05-08-2018,55
06-08-2018,56
07-08-2018,55
08-08-2018,49
09-08-2018,52
10-08-2018,49
11-08-2018,49
12-08-2018,50
13-08-2018,50
14-08-2018,47
15-08-2018,48
16-08-2018,47
17-08-2018,47
18-08-2018,51
19-08-2018,50
20-08-2018,50
21-08-2018,50
22-08-2018,47
23-08-2018,46
24-08-2018,50
25-08-2018,50
26-08-2018,46
27-08-2018,46
28-08-2018,45
29-08-2018,48
30-08-2018,47
31-08-2018,46
01-09-2018,47
02-09-2018,48
03-09-2018,50
04-09-2018,49
05-09-2018,50
06-09-2018,46
07-09-2018,46
08-09-2018,46
09-09-2018,47
10-09-2018,47
11-09-2018,50
12-09-2018,47
13-09-2018,46
14-09-2018,46
15-09-2018,47
16-09-2018,48
17-09-2018,49
18-09-2018,47
19-09-2018,50
20-09-2018,49
21-09-2018,51
22-09-2018,54
23-09-2018,54
24-09-2018,51
25-09-2018,49
26-09-2018,47
27-09-2018,48
28-09-2018,51
29-09-2018,52
30-09-2018,53
01-10-2018,52
02-10-2018,49
03-10-2018,50
04-10-2018,51
05-10-2018,49
06-10-2018,46
07-10-2018,47
08-10-2018,47
09-10-2018,46
10-10-2018,45
11-10-2018,46
12-10-2018,46
13-10-2018,48
14-10-2018,48
15-10-2018,45
16-10-2018,48
17-10-2018,45
18-10-2018,44
20-10-2018,43
21-10-2018,42
22-10-2018,44
23-10-2018,45
24-10-2018,47
25-10-2018,47
26-10-2018,45
27-10-2018,45
28-10-2018,47
29-10-2018,46
30-10-2018,49
31-10-2018,49
01-11-2018,49
02-11-2018,44
03-11-2018,40
04-11-2018,40
05-11-2018,43
06-11-2018,40
07-11-2018,42
08-11-2018,42
09-11-2018,45
10-11-2018,46
11-11-2018,43
12-11-2018,45
13-11-2018,46
14-11-2018,47
15-11-2018,46
16-11-2018,46
17-11-2018,46
18-11-2018,44
19-11-2018,43
20-11-2018,45
21-11-2018,44
22-11-2018,41
23-11-2018,42
24-11-2018,48
25-11-2018,48
26-11-2018,49
27-11-2018,49
28-11-2018,49
29-11-2018,48
30-11-2018,45
01-12-2018,44
02-12-2018,42
03-12-2018,45
04-12-2018,48
05-12-2018,45
06-12-2018,44
07-12-2018,45
08-12-2018,44
09-12-2018,45
10-12-2018,46
11-12-2018,47
12-12-2018,47
13-12-2018,45
14-12-2018,46
15-12-2018,47
16-12-2018,49
17-12-2018,51
18-12-2018,43
19-12-2018,42
20-12-2018,48
21-12-2018,50
22-12-2018,47
23-12-2018,47
24-12-2018,44
25-12-2018,42
26-12-2018,40
27-12-2018,39
28-12-2018,40
29-12-2018,42
30-12-2018,46
